0,1
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-21.png,again
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-09.png,one
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-36.png,speech
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-46.png,modern
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-54.png,establish
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-06.png,magazine
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-61.png,attorney
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-55.png,congress
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-92.png,ob
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-80.png,llion
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-48.png,happen
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-91.png,ile
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-40.png,respon
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-00.png,these
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-45.png,enter
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-66.png,exist
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-57.png,consum
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-93.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-61.png,plan
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-76.png,present
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-77.png,s
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-36.png,either
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-15.png,cancer
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-12.png,on
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-33.png,whole
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-90.png,few
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-53.png,head
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-44.png,tree
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-01.png,indicate
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-43.png,stale
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-18.png,dream
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-03.png,the
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-90.png,no
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-48.png,las
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-20.png,drive
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-42.png,res
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-45.png,start
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-50.png,morning
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-54.png,law
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-23.png,recognise
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-97.png,blue
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-71.png,ze
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-14.png,door
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-84.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-33.png,so
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-03.png,sign
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-02.png,side
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-13.png,forge
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-53.png,around
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-33.png,along
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-95.png,themselves
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-58.png,run
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-27.png,agree
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-73.png,season
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-93.png,billion
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-60.png,couch
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-14.png,read
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-40.png,group
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-74.png,bag
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-35.png,me
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-20.png,some
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-22.png,maybe
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-65.png,himself
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-41.png,training
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-04.png,ok
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-79.png,huge
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-23.png,some
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-68.png,le
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-25.png,rec
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-50.png,compare
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-39.png,sport
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-24.png,age
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-25.png,owner
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-26.png,ca
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-41.png,cold
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-13.png,address
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-78.png,seek
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-59.png,as
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-69.png,hit
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-65.png,same
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-54.png,conference
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-82.png,teacher
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-14.png,add
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-66.png,successful
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-03.png,quiz
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-03.png,industry
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-92.png,image
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-89.png,feel
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-29.png,pain
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-30.png,member
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-35.png,partner
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-73.png,hotel
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-29.png,economy
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-27.png,century
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-85.png,idea
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-28.png,painting
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-97.png,include
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-39.png,k
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-70.png,science
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-84.png,father
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-62.png,young
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-77.png,newer
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-81.png,sem
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-84.png,night
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-97.png,shot
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-46.png,re
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-26.png,own
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-19.png,th
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-35.png,toward
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-95.png,black
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-13.png,by
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-09.png,this
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-28.png,gions
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-39.png,mil
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-54.png,room
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-24.png,west
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-74.png,e
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-52.png,lawyer
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-32.png,mention
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-78.png,newspaper
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-55.png,ture
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-00.png,of
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-63.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-80.png,daughter
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-75.png,need
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-59.png,least
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-35.png,report
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-69.png,culture
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-79.png,fall
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-04.png,five
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-62.png,study
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-28.png,meeting
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-75.png,ball
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-56.png,ar
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-01.png,die
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-55.png,artist
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-91.png,properly
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-90.png,projec
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-88.png,loss
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-56.png,pick
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-88.png,deep
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-55.png,heart
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-91.png,than
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-12.png,thought
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-59.png,type
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-82.png,send
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-36.png,town
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-51.png,computer
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-87.png,professional
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-66.png,create
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-76.png,live
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-80.png,sell
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-80.png,become
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-09.png,action
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-13.png,manager
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-08.png,visit
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-69.png,populat
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-18.png,way
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-25.png,tion
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-60.png,herself
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-23.png,time
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-26.png,tion
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-13.png,open
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-80.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-96.png,purpose
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-08.png,discover
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-89.png,ild
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-08.png,one
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-81.png,new
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-54.png,tty
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-20.png,wear
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-51.png,write
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-54.png,article
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-51.png,laugh
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-30.png,paper
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-19.png,card
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-91.png,be
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-06.png,once
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-80.png,new
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-26.png,easy
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-46.png,half
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-95.png,despite
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-84.png,debate
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-90.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-71.png,positive
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-57.png,rult
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-13.png,si
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-37.png,church
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-99.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-63.png,couple
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-96.png,office
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-33.png,effort
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-50.png,hard
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-19.png,others
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-93.png,imagine
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-04.png,information
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-76.png,howe
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-81.png,private
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-51.png,tside
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-07.png,violence
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-45.png,model
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-16.png,war
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-64.png,style
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-64.png,author
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-98.png,development
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-90.png,than
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-69.png,zen
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-01.png,born
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-81.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-99.png,develop
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-21.png,matter
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-37.png,why
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-23.png,agent
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-72.png,back
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-00.png,sibility
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-90.png,several
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-13.png,though
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-79.png,seem
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-22.png,some
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-37.png,to
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-99.png,body
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-84.png,produce
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-15.png,realise
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-61.png,r
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-11.png,situation
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-29.png,chair
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-30.png,challenge
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-52.png,robably
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-06.png,according
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-44.png,stand
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-90.png,beyond
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-26.png,whatever
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-90.png,love
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-91.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-23.png,it
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-50.png,area
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-46.png,entire
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-82.png,dead
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-74.png,necessary
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-14.png,opera
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-72.png,hospita
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-64.png,youth
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-10.png,food
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-05.png,accept
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-11.png,buy
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-04.png,accept
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-05.png,various
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-83.png,death
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-89.png,defense
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-91.png,lp
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-47.png,momen
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-09.png,voice
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-18.png,socia
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-07.png,onder
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-59.png,r
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-14.png,si
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-44.png,land
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-52.png,espec
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-06.png,brother
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-00.png,deviate
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-17.png,adult
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-96.png,them
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-69.png,suddenly
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-52.png,person
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-43.png,k
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-39.png,else
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-72.png,nd
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-87.png,decision
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-51.png,personal
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-63.png,authority
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-21.png,care
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-24.png,record
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-63.png,mu
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-16.png,option
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-96.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-30.png,which
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-73.png,bad
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-94.png,she
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-27.png,medical
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-56.png,ro
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-99.png,increase
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-60.png,mr
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-40.png,and
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-72.png,sc
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-52.png,have
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-81.png,tax
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-27.png,red
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-73.png,likely
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-78.png,table
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-28.png,together
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-51.png,er
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-11.png,disease
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-78.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-32.png,kid
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-08.png,focu
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-97.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-53.png,per
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-49.png,perhaps
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-47.png,last
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-65.png,you
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-36.png,represent
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-30.png,too
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-96.png,financial
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-40.png,employe
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-90.png,degree
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-05.png,dinner
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-75.png,second
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-11.png,make
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-22.png,from
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-65.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-04.png,qu
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-47.png,ric
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-77.png,dark
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-44.png,pay
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-98.png,until
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-29.png,tonight
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-58.png,street
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-66.png,politics
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-06.png,ver
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-62.png,legal
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-09.png,interest
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-96.png,unity
